,y,x
0,1.0,0.0
1,1.0655238096070307,0.06346651825433926
2,1.13534098883948,0.12693303650867852
3,1.2097328556312563,0.1903995547630178
4,1.2889991609390083,0.25386607301735703
5,1.3734592965439985,0.3173325912716963
6,1.463453581993754,0.3807991095260356
7,1.55934463586904,0.4442656277803748
8,1.6615188369014677,0.5077321460347141
9,1.7703878808290947,0.5711986642890533
10,1.8863904392631352,0.6346651825433925
11,2.009993927249936,0.6981317007977318
12,2.141696386650349,0.7615982190520711
13,2.2820284929252925,0.8250647373064104
14,2.4315556934135487,0.8885312555607496
15,2.59088048571767,0.9519977738150889
16,2.760644845378406,1.0154642920694281
17,2.9415328126196116,1.0789308103237674
18,3.134273248586533,1.1423973285781066
19,3.339642772183327,1.2058638468324459
20,3.558468889343364,1.269330365086785
21,3.791633327341241,1.3327968833411243
22,4.040075587581621,1.3962634015954636
23,4.304796731180332,1.4597299198498028
24,4.586863412591162,1.5231964381041423
25,4.887412177531241,1.5866629563584815
26,5.207654042522882,1.6501294746128208
27,5.548879374504436,1.71359599286716
28,5.912463090171844,1.7770625111214993
29,6.299870196000861,1.8405290293758385
30,6.71266169127263,1.9039955476301778
31,7.152500857887987,1.967462065884517
32,7.621159962314364,2.0309285841388562
33,8.120527396669779,2.0943951023931957
34,8.652615287717845,2.1578616206475347
35,9.219567604433154,2.221328138901874
36,9.82366879680518,2.284794657156213
37,10.467353000689574,2.3482611754105527
38,11.153213845796337,2.4117276936648917
39,11.8840149063348,2.475194211919231
40,12.662700836424595,2.53866073017357
41,13.492409235141272,2.6021272484279097
42,14.37648328900481,2.6655937666822487
43,15.318485242852224,2.729060284936588
44,16.322210753372982,2.792526803190927
45,17.391704183142828,2.8559933214452666
46,18.531274896780875,2.9194598396996057
47,19.745514624893097,2.982926357953945
48,21.03931596576744,3.0463928762082846
49,22.417892099370544,3.1098593944626236
50,23.886797793080667,3.173325912716963
51,25.451951783796122,3.236792430971302
52,27.11966062660491,3.3002589492256416
53,28.896644106109857,3.3637254674799806
54,30.790062312800735,3.42719198573432
55,32.807544493573296,3.490658503988659
56,34.957219792644395,3.5541250222429985
57,37.247750006728744,3.6175915404973376
58,39.68836448645993,3.681058058751677
59,42.288897324685166,3.744524577006016
60,45.05982698147912,3.8079910952603555
61,48.0123185055393,3.8714576135146945
62,51.158268522088385,3.934924131769034
63,54.51035316855505,3.998390650023373
64,58.08207917118347,4.0618571682777125
65,61.887838268376576,4.1253236865320515
66,65.94296520006445,4.188790204786391
67,70.2637994967565,4.25225672304073
68,74.86775131724855,4.3157232412950695
69,79.77337160026646,4.3791897595494085
70,85.0004268127133,4.442656277803748
71,90.56997859570586,4.506122796058087
72,96.50446862932372,4.569589314312426
73,102.82780905801918,4.6330558325667655
74,109.56547884104502,4.696522350821105
75,116.7446264161288,4.759988869075444
76,124.39417909006313,4.823455387329783
77,132.5449595969833,4.886921905584122
78,141.2298102939877,4.950388423838462
79,150.48372549452802,5.013854942092801
80,160.3439924727881,5.07732146034714
81,170.85034170720638,5.14078797860148
82,182.0451069685255,5.204254496855819
83,193.97339589742265,5.267721015110158
84,206.68327175903454,5.331187533364497
85,220.22594710673187,5.394654051618837
86,234.65599013548137,5.458120569873176
87,250.03154455626787,5.521587088127515
88,266.4145638775246,5.585053606381854
89,283.8710610375758,5.648520124636194
90,302.4713743939477,5.711986642890533
91,322.2904511413136,5.775453161144872
92,343.408149300061,5.838919679399211
93,365.90955949230124,5.902386197653551
94,389.8853478018672,5.96585271590789
95,415.43212109980766,6.029319234162229
96,442.65281630739673,6.092785752416569
97,471.65711516513846,6.156252270670908
98,502.5618861790203,6.219718788925247
99,535.4916555247646,6.283185307179586
